Search,mmsi,Expert label,notes,Reviewer,nn_times_classified,nn_number_max_labels,nn_average_length,nn_stddev_length,nn_max_label,nn_max_score,nn_max_label_fishing,nn_max_fishing_score,nn_max_sublabel,nn_max_sub_score,nn_max_sublabel_fishing,nn_max_sub_fishing_score,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_stdev_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,active_positions,active_hours,fishing_points,num_A,num_B,iso3,country_name,average_length,stddev_length,number_distinct_lengths,avg_width,number_valid_length_messages,shipname,num_shipnames,imo,num_imos,callsign,num_callsign,gap_hours,num_gaps,training_label,training_sublabel,training_length,training_listsources,spoofing_hours,num_overlapping_segs
https://www.google.com/search?q=mmsi+431602240,431602240,Drifting_longlines,,VL,3,1,42.812967936197914,4.7737824371520166,Trawlers,0.974583089351654,Trawlers,0.974583089351654,Trawlers,0.9751280347506205,Trawlers,0.9751280347506205,3,1,42.812967936197914,4.7737824371520166,Trawlers,0.974583089351654,Trawlers,0.974583089351654,Trawlers,0.9751280347506205,Trawlers,0.9751280347506205,10240,8792,7315.304583333343,3922,90,0,JPN,Japan,,,,,,CHOKYU MARU NO.2,3,,,,1,308.3527777777778,7,,,,itu_fishing,,
https://www.google.com/search?q=mmsi+413344000,413344000,Drifting_longlines,,VL,2,1,35.9283390045166,5.605951646084439,Trawlers,0.970207929611206,Trawlers,0.970207929611206,Trawlers,0.9788582921028137,Trawlers,0.9788582921028137,2,1,35.9283390045166,5.605951646084439,Trawlers,0.970207929611206,Trawlers,0.970207929611206,Trawlers,0.9788582921028137,Trawlers,0.9788582921028137,8140,7887,8221.215694444436,3524,8072,0,CHN,China,,,,,,ZHONGSHUI 705,1,8628951,1,BZZZ9,1,,,,,,,42154.52916666668,202
https://www.google.com/search?q=mmsi+412328755,412328755,longline - don't know if set or longline,most likely drifting ,VL,2,1,35.902631759643555,5.192791147753966,Trawlers,0.9688629508018494,Trawlers,0.9688629508018494,Trawlers,0.9724942445755005,Trawlers,0.9724942445755005,2,1,35.902631759643555,5.192791147753966,Trawlers,0.9688629508018494,Trawlers,0.9688629508018494,Trawlers,0.9724942445755005,Trawlers,0.9724942445755005,8944,8523,3056.3562499999825,4157,8743,0,CHN,China,,,,,,ZHONGSHUI 767,1,9686132,1,BZTK7,1,,,,,,,2468.1969444444444,2
https://www.google.com/search?q=mmsi+520020000,520020000,Drifting_longlines,,VL,2,1,35.980159759521484,0.3644508797442505,Trawlers,0.9683994650840759,Trawlers,0.9683994650840759,Trawlers,0.9735694229602814,Trawlers,0.9735694229602814,2,1,35.980159759521484,0.3644508797442505,Trawlers,0.9683994650840759,Trawlers,0.9683994650840759,Trawlers,0.9735694229602814,Trawlers,0.9735694229602814,6193,6132,3483.497916666656,4351,0,0,FJI,Fiji,32.0,0.0,1,7.0,94,WINFULL NO1,2,,,3DVU,1,280.96222222222224,4,,,,,,
https://www.google.com/search?q=mmsi+440809000,440809000,Drifting_longlines,,VL,3,1,45.83415985107422,2.2284319911042187,Trawlers,0.9615128437678019,Trawlers,0.9615128437678019,Trawlers,0.9642121990521749,Trawlers,0.9642121990521749,9,2,42.58736801147461,3.4413166560011335,Drifting_longlines,0.6688518902390368,Drifting_longlines,0.6688518902390368,Drifting_longlines,0.6681078744327856,Drifting_longlines,0.6681078744327856,36259,35572,8469.004027777562,12816,36222,0,KOR,South Korea,50.0,0.0,1,9.0,1144,NO.619 DONG WON,1,,,6KWT,1,,,,,,,1.0361111111111112,1
https://www.google.com/search?q=mmsi+760001170,760001170,unknown_fishing,ask Bjorn ,VL,2,1,39.387136459350586,1.378303098742661,Trawlers,0.9612064957618713,Trawlers,0.9612064957618713,Trawlers,0.9636509418487549,Trawlers,0.9636509418487549,2,1,39.387136459350586,1.378303098742661,Trawlers,0.9612064957618713,Trawlers,0.9612064957618713,Trawlers,0.9636509418487549,Trawlers,0.9636509418487549,2526,2506,1466.5927777777783,836,2044,0,PER,Peru,,,,,,TASA 23,1,,,IO11723,1,,,,,,,,
https://www.google.com/search?q=mmsi+412331032,412331032,longline - don't know if set or longline,most likely drifting ,VL,3,1,55.5334587097168,1.7422295074873828,Trawlers,0.9607152740160624,Trawlers,0.9607152740160624,Trawlers,0.9607007702191671,Trawlers,0.9607007702191671,4,1,55.71321201324463,1.4672493897391226,Trawlers,0.9457033276557922,Trawlers,0.9457033276557922,Trawlers,0.9441660195589066,Trawlers,0.9441660195589066,41098,41098,8882.17527777707,23673,3,0,CHN,China,,,,,,LUQINGYUAN027,2,,,,1,,,,,,,9333.305833333334,5
https://www.google.com/search?q=mmsi+440239000,440239000,Drifting_longlines,,VL,2,1,42.87229537963867,3.1200698294500535,Trawlers,0.9574026465415955,Trawlers,0.9574026465415955,Trawlers,0.9598113596439362,Trawlers,0.9598113596439362,8,2,45.42096519470215,3.367126258445708,Trawlers,0.8340654112398624,Trawlers,0.8340654112398624,Trawlers,0.8300800733268261,Trawlers,0.8300800733268261,7640,5146,6387.342638888888,2080,5105,0,KOR,South Korea,53.0,0.0,1,8.0,119,39 HANSUNG,1,9046409,1,6NET,1,3736.2680555555544,84,,,,,,
https://www.google.com/search?q=mmsi+518676000,518676000,Drifting_longlines,,VL,2,1,34.08331298828125,2.8414339793714403,Trawlers,0.9542833566665649,Trawlers,0.9542833566665649,Trawlers,0.9686626493930817,Trawlers,0.9686626493930817,2,1,34.08331298828125,2.8414339793714403,Trawlers,0.9542833566665649,Trawlers,0.9542833566665649,Trawlers,0.9686626493930817,Trawlers,0.9686626493930817,4607,4561,2538.138888888892,3018,0,0,COK,Cook Islands,,,,,,TOAMOANA NO:8,1,,,E5U2623,1,128.79861111111111,1,,,,,,
https://www.google.com/search?q=mmsi+455359000,455359000,Drifting_longlines,,VL,2,1,39.059404373168945,21.50273407742771,Trawlers,0.9505902230739594,Trawlers,0.9505902230739594,Trawlers,0.960281252861023,Trawlers,0.960281252861023,2,1,39.059404373168945,21.50273407742771,Trawlers,0.9505902230739594,Trawlers,0.9505902230739594,Trawlers,0.960281252861023,Trawlers,0.960281252861023,9782,2506,3600.711666666668,736,0,0,MDV,Maldives,54.0,0.0,1,8.0,3909,YUH YOW 127,2,,,8QHT,2,2204.9125,14,,,,,,
https://www.google.com/search?q=mmsi+440624000,440624000,longline - don't know if set or longline,,VL,2,1,44.104806900024414,1.1071822003409342,Trawlers,0.9462988376617432,Trawlers,0.9462988376617432,Trawlers,0.9542989432811737,Trawlers,0.9542989432811737,8,2,42.40674543380737,2.6912830626322424,Drifting_longlines,0.5679139515123097,Drifting_longlines,0.5679139515123097,Drifting_longlines,0.5723456119158072,Drifting_longlines,0.5723456119158072,15103,14839,6284.370833333187,6255,14793,0,KOR,South Korea,54.0,0.0,1,9.0,523,808DONGWON,1,8619273,1,HLWQ,1,99.90833333333333,2,,,,,1694.4463888888888,1
https://www.google.com/search?q=mmsi+412328759,412328759,longline - don't know if set or longline,most likely drifting ,VL,2,1,37.85624122619629,2.2729815632412436,Trawlers,0.9370818436145782,Trawlers,0.9370818436145782,Trawlers,0.9360510110855103,Trawlers,0.9360510110855103,2,1,37.85624122619629,2.2729815632412436,Trawlers,0.9370818436145782,Trawlers,0.9370818436145782,Trawlers,0.9360510110855103,Trawlers,0.9360510110855103,8451,8123,4524.724444444411,3934,8203,0,CHN,China,,,,,,ZHONGSHUI727,1,9686091,1,BZTK3,1,,,,,,,76708.32805555554,31
https://www.google.com/search?q=mmsi+520077000,520077000,Drifting_longlines,,VL,2,1,36.33290100097656,0.35042980335643437,Trawlers,0.9362386167049408,Trawlers,0.9362386167049408,Trawlers,0.9353357255458832,Trawlers,0.9353357255458832,2,1,36.33290100097656,0.35042980335643437,Trawlers,0.9362386167049408,Trawlers,0.9362386167049408,Trawlers,0.9353357255458832,Trawlers,0.9353357255458832,9148,8466,2472.608333333333,4678,0,0,FJI,Fiji,26.0,0.0,1,5.997338065661047,1127,YONG XING 2,2,,,3DYC,1,,,,,,,283.7891666666667,10
https://www.google.com/search?q=mmsi+412326904,412326904,Drifting_longlines,,VL,2,1,36.771284103393555,1.8346651283211646,Trawlers,0.9229249656200409,Trawlers,0.9229249656200409,Trawlers,0.9234035015106201,Trawlers,0.9234035015106201,2,1,36.771284103393555,1.8346651283211646,Trawlers,0.9229249656200409,Trawlers,0.9229249656200409,Trawlers,0.9234035015106201,Trawlers,0.9234035015106201,10282,10072,4426.175833333316,4733,10021,0,CHN,China,20.0,,1,2.0,1,ZHONGSHUI 808,1,8629034,1,BZYJ5,1,60.55972222222222,2,,,,,1536.5219444444444,2
https://www.google.com/search?q=mmsi+440339000,440339000,longline - don't know if set or longline,,VL,3,1,41.37212371826172,1.9630925305876825,Trawlers,0.9206253488858541,Trawlers,0.9206253488858541,Trawlers,0.918761670589447,Trawlers,0.918761670589447,3,1,41.37212371826172,1.9630925305876825,Trawlers,0.9206253488858541,Trawlers,0.9206253488858541,Trawlers,0.918761670589447,Trawlers,0.918761670589447,32765,30577,8262.215277777654,12983,32297,0,KOR,South Korea,,,,,,NO.509NAM GUNG,2,8619261,1,HLWP,1,,,,,,,1.0308333333333333,1
https://www.google.com/search?q=mmsi+440765000,440765000,Drifting_longlines,,VL,3,1,41.5394172668457,3.7205145233877555,Trawlers,0.9205381075541178,Trawlers,0.9205381075541178,Trawlers,0.9173555572827657,Trawlers,0.9173555572827657,9,2,42.70776791042752,2.7840117954440666,Drifting_longlines,0.5498231929054277,Drifting_longlines,0.5498231929054277,Drifting_longlines,0.5559343569491628,Drifting_longlines,0.5559343569491628,33388,33274,8601.339166666477,13952,33388,0,KOR,South Korea,54.0,0.0,1,9.0,994,207 DONGWON,1,8619247,1,HLBR,1,,,,,,,,
https://www.google.com/search?q=mmsi+412500156,412500156,unknown_fishing,,VL,2,1,38.55545425415039,5.407668594104451,Trawlers,0.9157358705997467,Trawlers,0.9157358705997467,Trawlers,0.9265391826629639,Trawlers,0.9265391826629639,2,1,38.55545425415039,5.407668594104451,Trawlers,0.9157358705997467,Trawlers,0.9157358705997467,Trawlers,0.9265391826629639,Trawlers,0.9265391826629639,2681,2661,2600.1231944444407,1539,0,0,CHN,China,36.0,0.0,1,6.0,240,GUIYUANYU 60002,2,,,BZWZ33,2,,,,,,,,
https://www.google.com/search?q=mmsi+440636000,440636000,Drifting_longlines,,VL,3,1,45.63842264811198,4.547402690211018,Trawlers,0.9119206865628561,Trawlers,0.9119206865628561,Trawlers,0.9247086842854818,Trawlers,0.9247086842854818,9,2,42.267061445448135,4.10932015783848,Drifting_longlines,0.5942533652608594,Drifting_longlines,0.5942533652608594,Drifting_longlines,0.5919248518637485,Drifting_longlines,0.5919248518637485,3965,2863,8107.0038888888885,1369,2677,0,KOR,South Korea,45.0,0.0,1,11.0,1814,DONGWON617,1,,,HLJF,1,497.3955555555556,14,,,,,,
https://www.google.com/search?q=mmsi+416230600,416230600,Drifting_longlines,,VL,3,1,35.23187383015951,2.4651413222490763,Trawlers,0.9081476529439291,Trawlers,0.9081476529439291,Trawlers,0.9138458172480265,Trawlers,0.9138458172480265,3,1,35.23187383015951,2.4651413222490763,Trawlers,0.9081476529439291,Trawlers,0.9081476529439291,Trawlers,0.9138458172480265,Trawlers,0.9138458172480265,5374,5250,5885.617083333336,3279,0,0,TWN,Taiwan,,,,,,DE SHENG FA NO.3,1,,,BJ5021,1,2210.428055555555,7,,,,,,
https://www.google.com/search?q=mmsi+412689860,412689860,Drifting_longlines,,VL,2,1,33.146573066711426,6.650585225836902,Trawlers,0.8951361775398254,Trawlers,0.8951361775398254,Trawlers,0.9199864268302917,Trawlers,0.9199864268302917,2,1,33.146573066711426,6.650585225836902,Trawlers,0.8951361775398254,Trawlers,0.8951361775398254,Trawlers,0.9199864268302917,Trawlers,0.9199864268302917,8561,7971,4875.6420833333295,3493,8498,0,CHN,China,,,,,,ZHONGSHUI802,1,8629072,1,BZZZ2,1,,,,,,,48137.29222222222,34
https://www.google.com/search?q=mmsi+577290000,577290000,longline - don't know if set or longline,most likely drifting,VL,2,1,46.98445129394531,1.530660247186874,Trawlers,0.8909150063991547,Trawlers,0.8909150063991547,Trawlers,0.9071838855743408,Trawlers,0.9071838855743408,2,1,46.98445129394531,1.530660247186874,Trawlers,0.8909150063991547,Trawlers,0.8909150063991547,Trawlers,0.9071838855743408,Trawlers,0.9071838855743408,3997,3995,2162.529999999999,2491,0,0,VUT,Vanuatu,49.0,0.0,1,9.0,359,ESSIEN NO.108,1,,,YJTZ3,1,,,,,,,,
https://www.google.com/search?q=mmsi+760000008,760000008,unknown_fishing,ask Bjorn ,VL,1,1,46.43085479736328,,Trawlers,0.8898537755012512,Trawlers,0.8898537755012512,Trawlers,0.8958908915519714,Trawlers,0.8958908915519714,1,1,46.43085479736328,,Trawlers,0.8898537755012512,Trawlers,0.8898537755012512,Trawlers,0.8958908915519714,Trawlers,0.8958908915519714,460,428,1350.6480555555559,85,0,0,PER,Peru,58.0,0.0,1,11.0,54,BAMAR-VIII,1,,,000,1,2099.4505555555556,22,,,,,,
https://www.google.com/search?q=mmsi+412677470,412677470,Drifting_longlines,,VL,2,1,51.915632247924805,2.8530300946833336,Trawlers,0.8885300755500793,Trawlers,0.8885300755500793,Trawlers,0.8834145963191986,Trawlers,0.8834145963191986,2,1,51.915632247924805,2.8530300946833336,Trawlers,0.8885300755500793,Trawlers,0.8885300755500793,Trawlers,0.8834145963191986,Trawlers,0.8834145963191986,7270,7103,2501.9351388888804,3661,0,0,CHN,China,47.0,0.0,1,9.0,1135,LIAOJINLUN107,3,,,,1,1041.2144444444446,6,,,,,1140.0891666666666,5
https://www.google.com/search?q=mmsi+441098000,441098000,Drifting_longlines,,VL,3,1,43.037209828694664,5.454085825625543,Trawlers,0.8883378108342489,Trawlers,0.8883378108342489,Trawlers,0.8959524631500244,Trawlers,0.8959524631500244,9,2,44.808661142985024,3.5447103474832526,Drifting_longlines,0.5917222294588605,Drifting_longlines,0.5917222294588605,Drifting_longlines,0.5920416479012702,Drifting_longlines,0.5920416479012702,36942,30617,8045.95680555538,14224,30298,0,KOR,South Korea,56.0,0.0,1,8.0,2838,355 O YANG,1,8905593,1,6MNI,1,111.36916666666667,4,,,,,2.278888888888889,1
https://www.google.com/search?q=mmsi+413341000,413341000,Drifting_longlines,,VL,2,1,37.2497615814209,1.9592201924388633,Trawlers,0.881682813167572,Trawlers,0.881682813167572,Trawlers,0.8749003410339355,Trawlers,0.8749003410339355,2,1,37.2497615814209,1.9592201924388633,Trawlers,0.881682813167572,Trawlers,0.881682813167572,Trawlers,0.8749003410339355,Trawlers,0.8749003410339355,10334,9810,5639.141388888868,4732,10248,0,CHN,China,,,,,,ZHONGSHUI702,1,8628913,1,BZZZ6,1,,,,,,,68972.18277777778,62
https://www.google.com/search?q=mmsi+412371208,412371208,longline - don't know if set or longline,,VL,2,1,37.129751205444336,0.3922691484605929,Trawlers,0.8781383037567139,Trawlers,0.8781383037567139,Trawlers,0.8810951113700867,Trawlers,0.8810951113700867,2,1,37.129751205444336,0.3922691484605929,Trawlers,0.8781383037567139,Trawlers,0.8781383037567139,Trawlers,0.8810951113700867,Trawlers,0.8810951113700867,20959,20196,11798.395138888785,6070,18971,0,CHN,China,,,,,,HU YU 929,1,,,BZV9T,1,87.81083333333333,2,,,,,78401.95944444447,349
https://www.google.com/search?q=mmsi+520033000,520033000,Drifting_longlines,,VL,1,1,27.332820892333984,,Trawlers,0.8763707876205444,Trawlers,0.8763707876205444,Trawlers,0.9378400444984436,Trawlers,0.9378400444984436,1,1,27.332820892333984,,Trawlers,0.8763707876205444,Trawlers,0.8763707876205444,Trawlers,0.9378400444984436,Trawlers,0.9378400444984436,936,924,2872.001527777777,520,0,0,FJI,Fiji,35.0,0.0,1,6.0,31,WINSTAR 1,1,,,3DXG,1,1584.6441666666665,8,,,,,,
https://www.google.com/search?q=mmsi+412328757,412328757,unknown_fishing,,VL,2,1,36.71747398376465,3.0331569586744043,Trawlers,0.8705682456493378,Trawlers,0.8705682456493378,Trawlers,0.8695276975631714,Trawlers,0.8695276975631714,2,1,36.71747398376465,3.0331569586744043,Trawlers,0.8705682456493378,Trawlers,0.8705682456493378,Trawlers,0.8695276975631714,Trawlers,0.8695276975631714,9635,9277,15107.027361111099,3271,9563,0,CHN,China,,,,,,ZHONGSHUI747,1,9686118,1,BZTK5,1,,,,,,,32316.994722222236,190
