mmsi,length,length_type,tonnage,tonnage_type,Engine_Power,Power_Units,power
412420913,,Registered,461,GT,735,KW,735.0
412420913,,Registered,461,GT,735,KW,735.0
412420915,,Registered,461,GT,735,KW,735.0
412420915,,Registered,461,GT,735,KW,735.0
351478000,144.34,Overall,,GRT,10332,HP,7749.0
351478000,144.34,Overall,,GRT,10332,HP,7749.0
440195000,79.6,OVERALL,"1,012.00",GT,4941,HP,3705.75
432990000,,Registered,,GRT,735,KW,735.0
432990000,,Registered,,GRT,735,KW,735.0
432990000,,Registered,,GRT,735,KW,735.0
432990000,,Registered,,GRT,735,KW,735.0
553111735,71.79,Overall,,GRT,2648,KW,2648.0
440226000,79.6,OVERALL,"1,012.00",GT,4941,HP,3705.75
412209234,,BetweenPP,271,GT,810,KW,810.0
416631000,52.65,Overall,497,GT,1400,HP,1050.0
416631000,52.65,Overall,497,GT,1400,HP,1050.0
416631000,52.65,Overall,497,GT,1400,HP,1050.0
416631000,52.65,Overall,497,GT,1400,HP,1050.0
371156000,129.2,Overall,,GRT,5480,KW,5480.0
371156000,129.2,Overall,,GRT,5480,KW,5480.0
244542000,99.8,Overall,"3,999.00",GT,4600,,
244542000,99.8,Overall,"3,999.00",GT,4600,,
356728000,116.33,Overall,,GRT,7060,KW,7060.0
356728000,116.33,Overall,,GRT,7060,KW,7060.0
354871000,133.59,Overall,,GRT,10650,KW,10650.0
354871000,133.59,Overall,,GRT,10650,KW,10650.0
577324000,120.7,Overall,,GRT,4121,KW,4121.0
440265000,110,Overall,,GRT,3883,HP,2912.25
553111734,70.8,Overall,,GRT,2635,KW,2635.0
553111733,70.8,Overall,,GRT,2635,KW,2635.0
548895000,,Registered,"1,100.00",GT,2684,KW,2684.0
553111743,73.54,Overall,"2,338.00",GT,3309,KW,3309.0
553111738,71.79,Overall,,GRT,2648,KW,2648.0
577289000,50.15,Overall,,GRT,1100,PS,814.0
577289000,50.15,Overall,,GRT,1100,PS,814.0
416086600,53.15,Overall,449,GT,1100,HP,825.0
416086600,53.15,Overall,449,GT,1100,HP,825.0
548906000,,Registered,"6,964.00",GT,5100,KW,5100.0
548905000,,Registered,"1,100.00",GT,2648,KW,2648.0
553111736,70.59,Overall,,GRT,2647,KW,2647.0
553111744,79.9,Overall,"2,338.00",GT,3309,KW,3309.0
412201817,,BetweenPP,271,GT,810,KW,810.0
416247600,70.59,Overall,"1,484.00",GT,3600,HP,2700.0
352894000,113.37,Overall,,GRT,4070,KW,4070.0
352894000,113.37,Overall,,GRT,4070,KW,4070.0
352894000,113.37,Overall,,GRT,4070,KW,4070.0
352894000,113.37,Overall,,GRT,4070,KW,4070.0
352894000,113.37,Overall,,GRT,4070,KW,4070.0
529783000,56,Overall,,GRT,544,KW,544.0
356517000,120.98,Overall,,GRT,9600,KW,9600.0
356517000,120.98,Overall,,GRT,9600,KW,9600.0
200008650,,Registered,265,GT,750,KW,750.0
200008650,,Registered,265,GT,750,KW,750.0
441557000,114.4,Overall,"5,667.00",GT,3995,KW,3995.0
412331078,,Registered,720,GT,1470,KW,1470.0
412331079,,Registered,720,GT,1470,KW,1470.0
245409000,148.52,Overall,"9,070.00",GT,6765,KW,6765.0
245409000,148.52,Overall,"9,070.00",GT,6765,KW,6765.0
245409000,148.52,Overall,"9,070.00",GT,6765,KW,6765.0
432948000,,Registered,,GRT,2647,KW,2647.0
431006099,,Registered,,GRT,736,KW,736.0
412201818,,BetweenPP,271,GT,810,KW,810.0
636091098,126,Overall,"6,082.00",GT,7060,KW,7060.0
636091098,126,Overall,"6,082.00",GT,7060,KW,7060.0
636091098,126,Overall,"6,082.00",GT,7060,KW,7060.0
636091098,126,Overall,"6,082.00",GT,7060,KW,7060.0
636012261,141,Overall,"8,487.00",GT,7945,KW,7945.0
636012261,141,Overall,"8,487.00",GT,7945,KW,7945.0
636012261,141,Overall,"8,487.00",GT,7945,KW,7945.0
412460278,,Registered,362,GT,540,KW,540.0
412460279,,Registered,362,GT,540,KW,540.0
431167000,,Registered,,GRT,2942,KW,2942.0
431167000,,Registered,,GRT,2942,KW,2942.0
636092595,116.5,Overall,"7,687.00",GT,4500,KW,4500.0
636092595,116.5,Overall,"7,687.00",GT,4500,KW,4500.0
636092595,116.5,Overall,"7,687.00",GT,4500,KW,4500.0
553111759,71.79,Overall,,GRT,2646,KW,2646.0
338873000,,REGISTERED,,GRT,5000,HP,3750.0
338873000,,REGISTERED,,GRT,5000,HP,3750.0
538002582,,Registered,,GRT,4200,KW,4200.0
441201727,,Registered,157,GT,351,KW,351.0
441201728,,Registered,157,GT,351,KW,351.0
441201729,,Registered,157,GT,351,KW,351.0
441201730,,Registered,157,GT,351,KW,351.0
441201731,,Registered,157,GT,351,KW,351.0
441201732,,Registered,157,GT,351,KW,351.0
553111761,70.59,Overall,,GRT,2647,KW,2647.0
553111765,70.8,Overall,,GRT,2648,KW,2648.0
553111771,71.79,Overall,,GRT,2646,KW,2646.0
553111764,70.8,Overall,,GRT,2648,KW,2648.0
352351000,125,Overall,,GRT,7060,KW,7060.0
352351000,125,Overall,,GRT,7060,KW,7060.0
311042300,119.55,Overall,"5,617.00",GT,5295,HP,3971.25
311042300,119.55,Overall,"5,617.00",GT,5295,HP,3971.25
311042300,119.55,Overall,"5,617.00",GT,5295,HP,3971.25
636011004,,Registered,"6,082.00",GT,8640,PS,6393.6
636011004,,Registered,"6,082.00",GT,8640,PS,6393.6
636011004,,Registered,"6,082.00",GT,8640,PS,6393.6
201851,,BetweenPP,271,GT,810,KW,810.0
412201849,,BetweenPP,271,GT,810,KW,810.0
636016998,119.55,Overall,"5,617.00",GT,6355,KW,6355.0
636016998,119.55,Overall,"5,617.00",GT,6355,KW,6355.0
636016998,119.55,Overall,"5,617.00",GT,6355,KW,6355.0
576660000,23.8,Overall,,GRT,1000,HP,750.0
576664000,23.8,Overall,,GRT,1000,HP,750.0
416247900,70.59,Overall,"1,484.00",GT,3548,HP,2661.0
372199000,117.31,Overall,,GRT,5222,KW,5222.0
546012900,20.5,Overall,,GRT,450,HP,337.5
577169000,,Registered,,GRT,5230,PS,3870.2
577169000,,Registered,,GRT,5230,PS,3870.2
577169000,,Registered,,GRT,5230,PS,3870.2
577169000,,Registered,,GRT,5230,PS,3870.2
577169000,,Registered,,GRT,5230,PS,3870.2
412371206,,BetweenPP,560,GT,671,KW,671.0
412371206,,BetweenPP,560,GT,671,KW,671.0
412371207,,BetweenPP,560,GT,671,KW,671.0
412371207,,BetweenPP,560,GT,671,KW,671.0
412371208,,BetweenPP,560,GT,671,KW,671.0
412371208,,BetweenPP,560,GT,671,KW,671.0
431245000,,Registered,,GRT,735,KW,735.0
431245000,,Registered,,GRT,735,KW,735.0
431245000,,Registered,,GRT,735,KW,735.0
431245000,,Registered,,GRT,735,KW,735.0
312273000,144.4,Overall,,GRT,10330,HP,7747.5
312273000,144.4,Overall,,GRT,10330,HP,7747.5
312273000,144.4,Overall,,GRT,10330,HP,7747.5
416248600,71.79,Overall,"1,428.00",GT,3600,HP,2700.0
529839000,123,Overall,,GRT,2426,KW,2426.0
356616000,146.02,Overall,"6,557.00",GT,6840,KW,6840.0
431175000,,Registered,,GRT,1323,KW,1323.0
557005500,70.8,Overall,"1,408.00",GT,2647,KW,2647.0
538006555,101.39,Overall,,GRT,3000,KW,3000.0
416004000,70.59,Overall,"1,484.00",GT,3600,HP,2700.0
