fraction_fishing,mmsi,new label,Notes,PyBossa Project,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,active_positions,active_hours,fishing_points,num_A,num_B,iso3,country_name,average_length,avg_num_distinct_lengths,avg_width,number_valid_length_messages,gap_hours,num_gaps,training_label,training_sublabel,training_length,training_listsources,spoofing_hours,num_overlapping_segs
0.1079566961919903,416730000,Reefer,Reefer http://www.marinetraffic.com/en/ais/details/ships/shipid:653767/mmsi:416730000/imo:0/vessel:LIAN_JYI_HSING;  https://www.wcpfc.int/node/15530,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11276,6,1,77.70643424987793,Reefer,0.9979847768942515,Purse_seines,4.5277584116358106E-5,Reefer,0.9981017410755157,Purse_seines,2.928350987237612E-5,24047,13209,10476.796388888892,1426,2662,0,TWN,Taiwan,67.12128418549345,1.3333333333333333,10.0,1842,9379.775,107,Reefer,,,reefer_fishing,,
0.1518879932117098,636011825,other_not_fishing,Drilling Jack Up http://maritime-connector.com/ship/noble-dick-favor-8750950/,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11368,2,1,47.019039154052734,Cargo_Tanker,0.99749356508255,Trawlers,4.757051328851958E-6,Tanker,0.995263010263443,Trawlers,3.9321996325725195E-7,33066,2357,9144.240277777779,358,3324,0,LBR,Liberia,190.0,1.0,32.0,2,518.1197222222221,14,,,,,154430.34222222224,262
0.19522465189721996,273817020,Reefer,Reefer http://www.marinetraffic.com/en/ais/details/ships/shipid:351406/mmsi:273817020/imo:8521804/vessel:ICEBERG,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11266,4,1,111.09659957885742,Reefer,0.9973264038562775,Trawlers,1.4140702697673646E-7,Reefer,0.9974912405014038,Trawlers,2.3152051165098442E-7,29446,20899,8696.035833333333,4080,15331,0,RUS,Russia,153.99634683571506,2.0,22.0,9307,226.72111111111107,7,,,,itu_fishing,39787.471944444456,164
0.3920704845814978,416237700,Drifting_longlines,Tuna Longliner: https://www.wcpfc.int/node/17644 http://www.marinetraffic.com/en/ais/details/ships/shipid:653144/mmsi:416237700/imo:0/vessel:YU_SHUN_NO_66,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11285,1,1,39.157066345214844,Seismic_vessel,0.9970581531524658,Trawlers,0.002750496147200465,Seismic_vessel,0.9958866238594055,Trawlers,0.003979855217039585,5073,4994,18479.709166666667,1958,0,0,TWN,Taiwan,38.30986842105263,1.25,10.034210526315789,4869,7447.879166666667,107,,,,,,
0.29287652371117323,440192000,,???Reefer or Trawler (Marine Traffic / vessel finder),http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11259,5,1,21.246649169921874,Cargo_Tanker,0.9963697910308837,Trawlers,4.91192003737595E-9,Cargo,0.7923403263092041,Trawlers,9.08828607926182E-9,57578,24693,9433.86222222222,7232,14243,0,KOR,South Korea,37.455292319449754,1.5,8.346138791905979,33413,,,,,,,0.6313888888888889,2
0.22283464566929134,367612680,Trawlers,Trawler,,1,1,12.996204376220703,Seismic_vessel,0.9960789084434509,Fixed_gear,7.619232637807727E-4,Seismic_vessel,0.9955615997314453,Pots_and_traps,0.0013878567842766643,27431,6350,1710.2599999999957,1415,9172,0,USA,United States,27.0,1.0,8.0,15553,433.6486111111111,6,,,,,,
0.26721724524076146,367568040,other_not_fishing,Service vessel (Inaliq http://www.nsedc.com/fisheries/vessels/),http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11357,3,1,16.83474000295003,Passenger,0.9959978461265564,Trawlers,4.6443215433100704E-4,Sailing,0.9929688572883606,Trawlers,7.979521493931921E-4,26707,14288,3228.7908333333326,3818,20529,0,USA,United States,,,,,87.52916666666667,3,,,,,598.9066666666668,6
0.19473034170440512,251222440,other_fishing,Small Fishing?,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11272,4,1,33.18052864074707,Tug_Pilot,0.9958327561616898,Purse_seines,4.300262368875374E-6,Pilot,0.9464910626411438,Purse_seines,8.976082820133513E-6,3723,2429,3393.7175,473,0,0,ISL,Iceland,10.0,1.0,4.0,1142,868.2477777777777,3,,,,,,
0.25890905393726804,416238600,,Fishing Vessel ,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11202,4,1,96.42292022705078,Reefer,0.9952128827571869,Squid,7.721018700195259E-4,Reefer,0.9944021850824356,Squid,7.85992395123003E-4,22447,19671,7787.853611111086,5093,19487,0,TWN,Taiwan,73.0,1.0,11.0,2804,5053.6175,32,,,,,145.55833333333334,1
0.13721452253959102,416004545,,fishing Vessel (drifting long lines?,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11322,5,1,87.90269775390625,Reefer,0.9940908312797546,Trawlers,1.5825564594251774E-5,Reefer,0.9934720516204834,Trawlers,3.3559574490027444E-5,50693,48559,460185.4170833332,6663,48114,0,TWN,Taiwan,45.0,1.0,9.0,2333,227.01666666666668,3,,,,,3453304.9352777973,16979
0.14816703758654798,416001900,,Fishing Vessel,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11384,9,1,77.71093368530273,Reefer,0.9939266840616862,Purse_seines,1.2447497516326282E-4,Reefer,0.9937994413905673,Purse_seines,9.966171466382591E-5,71817,64704,25488.46499999998,9587,57190,0,TWN,Taiwan,85.70395060355585,1.5,13.0,16787,3157.1652777777776,56,Reefer,,83.0,reefer_fishing,1409.4483333333335,8
0.2857142857142857,235062394,,Pole and line. Sport Fishing. https://www.youtube.com/watch?v=UVTA6vxMoTI,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11354,1,1,42.97956466674805,Tug_Pilot,0.9932257533073425,Purse_seines,3.3820623457359034E-7,Pilot,0.997477114200592,Purse_seines,2.741060995958833E-7,6740,2065,824.2402777777775,590,0,0,GBR,United Kingdom,10.025428413488115,2.0,4.0154781647318964,1809,,,,,,,,
0.10531266614862378,441032000,Reefer,Reefer http://www.marinetraffic.com/en/ais/details/ships/shipid:673528/mmsi:441032000/imo:8808161/vessel:SEI_SHIN,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11277,9,1,90.86039225260417,Reefer,0.9925953216022916,Trawlers,1.3901006549903943E-5,Reefer,0.992601235707601,Trawlers,1.2517635499204655E-5,55227,24451,18525.756805555553,2575,25856,0,KOR,South Korea,86.0,1.0,14.000196633632216,25194,6452.574166666667,80,Reefer,,86.33,reefer_fishing,6173.071111111112,16
0.2152748952869703,273356760,Reefer,Reefer http://www.marinetraffic.com/it/ais/details/ships/shipid:348648/mmsi:273356760/imo:9054858/vessel:HATSUKARI,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11224,8,1,94.93109893798828,Reefer,0.9923306852579117,Trawlers,2.441818476555113E-4,Reefer,0.9922852218151093,Trawlers,1.8117144459495194E-4,42993,26501,18570.60402777779,5705,22230,0,RUS,Russia,95.0,1.0,15.0,16363,1879.2080555555556,46,Reefer,,94.0,reefer_fishing,35.78111111111111,1
0.1415644212599473,416308000,Reefer,Reefer http://www.marinetraffic.com/en/ais/details/ships/shipid:653298/mmsi:416308000/imo:7930175/vessel:CHEN_YU_NO_7,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11242,9,1,79.02349514431424,Reefer,0.9920218388239542,Purse_seines,1.1569105327503671E-4,Reefer,0.992320736249288,Purse_seines,1.4282810292974723E-4,76992,37573,45180.74944444446,5319,33702,0,TWN,Taiwan,93.64211274277594,1.25,17.025698720985314,41415,3934.136388888889,62,Reefer,,80.45,reefer_fishing,14879.989444444445,180
0.2627497763197137,416234600,,fishing vessel,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11283,5,1,93.96846923828124,Reefer,0.9917612910270691,Purse_seines,0.005490856013346956,Reefer,0.9920679807662964,Purse_seines,0.004199238105746872,6728,3353,2199.881250000001,881,1327,0,TWN,Taiwan,65.00806451612904,2.0,10.008064516129032,248,2432.7822222222226,15,,,,,,
0.29868884471876417,416243900,,Possible Reefer (from track),http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11307,5,1,84.37685852050781,Reefer,0.990666127204895,Squid,2.2858913775962718E-4,Reefer,0.9886688947677612,Squid,2.933709898570669E-4,60240,57354,9639.749027777852,17131,52279,0,TWN,Taiwan,77.0,1.0,11.0,3270,4308.296388888888,52,,,,,4236.295555555555,4
0.17379497623896809,306031000,Trawlers,Trawler (Marine Traffic and such),http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11229,1,1,48.71261978149414,Seismic_vessel,0.9906416535377502,Trawlers,0.003061936004087329,Seismic_vessel,0.9929225444793701,Trawlers,0.003247612388804555,3245,2946,3512.3661111111123,512,3031,0,BES,Bonaire,47.0,1.0,9.0,201,9723.77611111111,23,,,,itu_fishing,,
0.34930075550554573,251815540,,"Fishing vessel Iceland, no info",http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11200,7,1,39.83431216648647,Tug_Pilot,0.9905058571270534,Purse_seines,4.5657201251460477E-7,Pilot,0.9994361911501203,Purse_seines,2.556543159393243E-7,6936,6221,4606.861805555556,2173,0,0,ISL,Iceland,9.0,1.0,2.0,2036,88.06944444444444,1,,,,,,
0.40209537572254334,251490240,,"Fishing vessel using jigs/handlines
",http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11334,1,1,47.95708084106445,Tug_Pilot,0.9903136491775513,Trawlers,4.140268174523953E-6,Pilot,0.7931240797042847,Purse_seines,4.116502168471925E-5,4090,2768,3083.880277777778,1113,0,0,ISL,Iceland,9.0,1.0,2.0,1382,2042.133888888889,15,,,,,,
0.2848287112561175,273820700,Reefer,Reefer http://www.marinetraffic.com/en/ais/details/ships/shipid:351431/mmsi:273820700/imo:8860559/vessel:PRIMORYE,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11328,9,1,75.57487487792969,Reefer,0.9902066124810113,Trawlers,2.7122577863123197E-4,Reefer,0.9905974666277567,Trawlers,1.7230434305146345E-4,10688,6130,2579.168194444445,1746,4339,0,RUS,Russia,85.0,1.0,13.0,3177,987.0558333333333,5,,,,itu_fishing,,
0.3464626495329931,636092595,,Cargo http://www.marinetraffic.com/en/ais/details/ships/shipid:758983/mmsi:636092595/imo:9340922/vessel:BONAIRE_TRADER,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11253,4,1,96.30420684814453,Reefer,0.9892945140600204,Purse_seines,0.0017298165509336272,Reefer,0.9897280186414719,Purse_seines,0.0012918370259282774,116317,99142,8642.000138888649,34349,103257,0,LBR,Liberia,116.99497322696973,1.5,19.999235056278003,10022,948.6019444444445,4,,,,,2964.7475,5
0.43380830593106806,701000677,Trawlers,Trawler ,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11343,2,1,63.32567596435547,Reefer,0.9887394309043884,Squid,0.004936141449434217,Reefer,0.9904312491416931,Squid,0.0013368904183153063,56526,8211,2952.063749999994,3562,48248,0,ARG,Argentina,65.99862258953168,2.0,9.999874780866516,7986,,,,,,,9895.515555555556,5
0.3763341067285383,219004474,other_fishing,Set Gillnets/Bottom Otter Trawl http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/030009354,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11232,2,1,8.880355834960938,Tug_Pilot,0.9872872829437256,Fixed_gear,4.7752560931257904E-4,Pilot,0.888973593711853,Pots_and_traps,1.8802890554070473E-4,2888,2155,2318.547916666667,811,22,0,DNK,Denmark,10.0,1.0,5.0,1250,,,,,,,,
0.7962656472178838,657658000,,Work boat/passenger (suspended) http://vesselregister.dnvgl.com/VesselRegister/vesseldetails.html?vesselid=G115824,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11375,7,1,45.894531794956755,Tug_Pilot,0.9863675917897906,Trawlers,3.046402259793928E-4,Tug,0.8157651850155422,Trawlers,5.385292459050918E-4,43883,42899,21746.23208333332,34159,43792,0,NGA,Nigeria,18.0,1.0,6.0,525,183.3513888888889,2,,,,,2007.6216666666667,1
0.3291417793146809,251840670,other_fishing,Small Fishing? (iceland),http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11255,3,1,43.368754069010414,Tug_Pilot,0.9852252999941508,Trawlers,7.823210748843697E-7,Pilot,0.9997262557347616,Purse_seines,2.620617947831268E-7,3526,3181,1941.2084722222223,1047,0,0,ISL,Iceland,8.0,1.0,2.0,1221,1583.0780555555555,1,,,,,,
0.3989820756804603,251462340,other_fishing,Small Fishing? (Iceland),,1,1,39.76872634887695,Tug_Pilot,0.9844892024993896,Purse_seines,7.594178896397352E-6,Pilot,0.9805629253387451,Purse_seines,8.438670192845166E-6,13989,4519,1916.5615277777774,1803,1,0,ISL,Iceland,8.0,1.0,3.0,2536,118.68138888888889,1,,,,,,
0.33478639930252835,251184240,other_fishing,"Fishing vessel using jigs/handlines
",http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11296,3,1,33.4255116780599,Tug_Pilot,0.9838729699452718,Trawlers,4.763546432210812E-4,Pilot,0.8610402544339498,Trawlers,7.792805617251967E-4,4695,4588,5594.750138888889,1536,0,0,ISL,Iceland,8.0,1.0,2.0,1705,28.513333333333332,1,,,,,,
0.36123292820448566,251157240,other_fishing,"Fishing vessel using jigs/handlines
",http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11304,6,1,22.46746031443278,Tug_Pilot,0.9827498197555542,Fixed_gear,7.353063877720463E-5,Pilot,0.9401592910289764,Trawlers,5.336253709250135E-5,8463,7981,6458.30986111111,2883,0,0,ISL,Iceland,8.0,1.0,2.0,2570,,,,,,,,
0.6416349809885932,251842110,other_fishing,"Fishing vessel using jigs/handlines
",http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11320,6,1,40.272146224975586,Tug_Pilot,0.9812404115994772,Fixed_gear,7.776076541669378E-4,Pilot,0.9605141282081604,Trawlers,2.0798234830484338E-4,7208,6312,3241.7795833333334,4050,0,0,ISL,Iceland,10.0,1.0,3.0,2465,180.96722222222223,3,,,,,,
0.3162867426514697,251184340,other_fishing,"Fishing vessel using jigs/handlines
",,6,1,22.772038618723553,Tug_Pilot,0.9810894628365835,Trawlers,2.519038737590999E-4,Pilot,0.9514843225479126,Trawlers,7.534564918250848E-5,7188,6668,5259.847222222222,2109,0,0,ISL,Iceland,8.0,1.0,2.0,2594,,,,,,,,
0.31774678698386655,251161540,other_fishing,"Fishing vessel using jigs/handlines
",http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11275,6,1,23.261084874471027,Tug_Pilot,0.9810066223144531,Fixed_gear,5.535254554652388E-4,Pilot,0.9513316750526428,Trawlers,1.1852187635175149E-4,7587,7314,6489.454861111111,2324,0,0,ISL,Iceland,8.0,1.0,2.0,2031,,,,,,,,
0.17353833425261997,273511500,Reefer,Reefer http://www.marinetraffic.com/en/ais/details/ships/shipid:351022/mmsi:273511500/imo:7642663/vessel:GIBRALTAR,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11372,8,1,106.81870651245117,Reefer,0.9807459264993668,Trawlers,1.7767061674112128E-6,Reefer,0.9739853143692017,Trawlers,1.0624655336702316E-6,20469,14504,4539.992083333335,2517,11216,0,RUS,Russia,172.0,1.0,22.082713293650794,8064,574.6166666666666,16,Reefer,,,reefer_fishing,,
0.6481608800275008,503019840,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11382,2,1,13.624402046203613,Tug_Pilot,0.9806714951992035,Trawlers,3.9725810984236887E-4,Tug,0.9791315793991089,Trawlers,3.6714581119667855E-4,11902,11636,3836.5129166666666,7542,0,0,AUS,Australia,20.0,1.0,5.0,873,2589.711388888889,28,,,,,,
0.48247978436657685,367338620,Seismic_vessel,Seismic? Looks like it got sold https://www.hilcoind.com/de/index.php?option=com_hassetdb&view=detailview&pid=abd77d39-0423-9713-7169-5332eec63699&assetId=50626&default-tab-view=asset-details&past_sales=1&Itemid=122,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11241,3,1,26.20082410176595,Seismic_vessel,0.9802319010098776,Trawlers,4.5423967928096925E-4,Seismic_vessel,0.9820331732432047,Trawlers,5.587741191940646E-4,14134,5936,4459.964305555555,2864,596,0,USA,United States,35.0,1.0,8.0,5238,169.1016666666667,3,Seismic vessel,,,seismic_fishing,,
0.4688045082517107,251169240,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11226,5,1,20.72451286315918,Tug_Pilot,0.9801946878433228,Fixed_gear,3.661461205865635E-4,Pilot,0.9270206570625306,Set_longlines,7.062124343519827E-5,8396,7453,4944.393055555556,3494,0,0,ISL,Iceland,4.0,1.0,2.0,2793,,,,,,,,
0.5378938404768663,251841570,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11218,3,1,35.818325678507485,Tug_Pilot,0.9795098900794983,Purse_seines,1.164944906359248E-4,Pilot,0.9979376594225565,Purse_seines,9.821470218440709E-6,9883,3523,2045.9493055555554,1895,0,0,ISL,Iceland,9.0,1.0,3.0,3716,436.8063888888889,4,,,,,,
0.4234216409789684,416004903,,"fishing, uncertain what type http://www.marinetraffic.com/en/ais/details/ships/shipid:3420523/mmsi:416004903/imo:0/vessel:SHIN_DAR",http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11287,2,1,89.44815063476562,Reefer,0.9786379039287567,Squid,3.149152300920832E-4,Reefer,0.9785040318965912,Purse_seines,2.336938841835945E-4,51373,50543,4662.205277777794,21401,50544,0,TWN,Taiwan,,,,,2679.4652777777783,31,,,,,629.1238888888889,3
0.40357598978288634,251415640,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11324,5,1,35.214456176757814,Tug_Pilot,0.9783698081970215,Trawlers,2.2440878356899674E-5,Pilot,0.9937790036201477,Trawlers,6.92414677790909E-6,3389,2349,2434.7998611111116,948,0,0,ISL,Iceland,8.0,1.0,2.0,1083,858.0375,3,,,,,,
0.3499389167910954,273386020,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11363,2,1,38.063241958618164,Cargo_Tanker,0.9758727550506592,Trawlers,6.57450116250402E-5,Tanker,0.8988871872425079,Trawlers,2.5916913045875845E-5,29988,7367,3802.8945833333282,2578,4028,0,RUS,Russia,130.0,2.0,29.0,2,,,,,,itu_fishing,12898.366388888886,101
0.17971442639094043,273561800,Reefer,Reefer http://www.marinetraffic.com/en/ais/details/ships/shipid:351195/mmsi:273561800/imo:9101352/vessel:SARGAN,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11214,8,1,83.16028213500977,Reefer,0.9723425805568695,Trawlers,0.0040739464555770155,Reefer,0.9748551994562149,Trawlers,0.0043658061579918694,19184,6093,2784.7545833333347,1095,3131,0,RUS,Russia,48.50614682121532,3.0,9.0,8541,346.09166666666664,6,Trawlers,,,itu_fishing,,
0.4243279873503501,251157540,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11373,6,1,21.603606859842937,Tug_Pilot,0.9684194028377533,Trawlers,2.3082322077883077E-4,Pilot,0.8825366099675497,Trawlers,1.493941560089714E-4,10223,8854,6343.859444444444,3757,1,0,ISL,Iceland,8.0,1.0,2.0,3205,,,,,,,,
0.9982279278569741,210303000,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11237,5,1,42.8351432800293,Tug_Pilot,0.9677938103675843,Trawlers,0.002096128379980655,Tug,0.96257084608078,Trawlers,0.0027347512185997404,33918,25394,16167.722777777786,25349,1222,0,CYP,Cyprus,22.0,1.0,7.0,2138,6398.225555555558,150,,,,,2362.2027777777776,5
0.37716763005780346,251375340,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11362,3,1,29.298852284749348,Tug_Pilot,0.9673518737157186,Purse_seines,8.662001706719972E-6,Pilot,0.9992358883221945,Purse_seines,7.826654675469058E-7,4993,3460,2040.2497222222223,1305,0,0,ISL,Iceland,8.0,1.0,2.0,2196,117.25083333333333,1,,,,,,
0.4616469984607491,211225100,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11374,1,1,7.413546562194824,Passenger,0.9666910767555237,Trawlers,0.0013696205569431186,Sailing,0.8658496141433716,Trawlers,0.005177319515496492,17826,7796,1174.2625,3599,35,0,DEU,Germany,20.0,1.0,6.0,13850,,,,,,,,
0.1851363236587511,627060000,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11352,1,1,23.656192779541016,Seismic_vessel,0.9665569067001343,Trawlers,0.03320099040865898,Seismic_vessel,0.9600957632064819,Trawlers,0.03975147008895874,4816,2274,8003.360277777778,421,0,0,GHA,Ghana,41.329446064139944,1.5,8.0,2117,6249.049444444445,82,,,,,,
0.8702754913488997,657659000,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11360,9,1,46.13016933865018,Tug_Pilot,0.9665425022443136,Trawlers,0.003563934645620116,Tug,0.7795528504583571,Trawlers,0.006291412156972203,99752,95248,27287.899583333245,82892,92519,0,NGA,Nigeria,12.0,1.0,12.0,6018,1350.2205555555554,7,,,,,3733.153333333333,4
0.16891145948332964,366888160,,,,1,1,30.150957107543945,Passenger,0.9647419452667236,Trawlers,3.2596915389149217E-6,Sailing,0.7241626977920532,Trawlers,4.851269841310568E-5,6703,4529,3569.4379166666627,765,6703,0,USA,United States,22.0,1.0,8.0,1024,,,,,,,,
0.3981042654028436,251170540,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11282,6,1,20.60582462946574,Tug_Pilot,0.9646536012490591,Trawlers,2.6188281943480735E-4,Pilot,0.8528247872988383,Trawlers,2.154018075799513E-4,9317,8651,7037.154583333333,3444,1,0,ISL,Iceland,8.0,1.0,2.0,2662,,,,,,,,
0.30669546436285094,251194640,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11274,6,1,36.49810218811035,Tug_Pilot,0.9631144205729166,Fixed_gear,0.014346352688294909,Pilot,0.9976832171281179,Set_gillnets,4.3751348514657157E-4,4309,3241,1787.0030555555556,994,0,0,ISL,Iceland,8.0,1.0,2.0,1525,,,,,,,,
0.6832876453350978,362049000,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11306,2,1,24.700090408325195,Tug_Pilot,0.9622085988521576,Fixed_gear,2.0205103680837055E-4,Tug,0.9597666263580322,Trawlers,6.379376983431939E-4,24965,21158,3122.926805555555,14457,11675,0,TTO,Trinidad and Tobago,20.0,1.0,6.0,10613,,,,,,,,
0.36401058512202294,419950006,,,http://crowd.globalfishingwatch.org/project/id_problem_vessels/task/11385,4,1,-0.6237624287605286,Passenger,0.9610044956207275,Trawlers,0.03778818892440938,Sailing,0.9214939475059509,Trawlers,0.06732850992255379,3970,3401,4393.640138888889,1238,1060,0,IND,India,24.0,1.0,7.0,2095,,,,,,,,
