mmsi,itu_fishing,itu_label,itu_sublabel,itu_tonnage
204211000,Fishing vessel,Fishing vessel,,
204212000,Fishing vessel,Trawlers,Trawlers,
204213000,Fishing vessel,Fishing vessel,,
204218000,Fishing vessel,Fishing vessel,,
204228000,Fishing vessel,Fishing vessel,,
204232000,Fishing vessel,Fishing vessel,,
204233000,Fishing vessel,Fishing vessel,,
204235000,Fishing vessel,Fishing vessel,,
204237000,Fishing vessel,Fishing vessel,,
204238000,Fishing vessel,Fishing vessel,,
204239000,Fishing vessel,Fishing vessel,,
204259000,Fishing vessel,Fishing vessel,,
204268000,Fishing vessel,Fishing vessel,,
204284000,Fishing vessel,Fishing vessel,,
204819000,Fishing vessel,Fishing vessel,,
204821000,Fishing vessel,Fishing vessel,,
204837000,Fishing vessel,Fishing vessel,,
204848000,Fishing vessel,Fishing vessel,,
204853000,Fishing vessel,Fishing vessel,,
205010000,Fishing vessel,Fishing vessel,,
205017000,Fishing vessel,Fishing vessel,,94.0
205024000,Fishing vessel,Fishing vessel,,
205026000,Fishing vessel,Fishing vessel,,
205027000,Fishing vessel,Fishing vessel,,
205059000,Fishing vessel,Fishing vessel,,387.0
205076000,Fishing vessel,Fishing vessel,,135.0
205098000,Fishing vessel,Fishing vessel,,
205101000,Fishing vessel,Fishing vessel,,133.0
205121000,Fishing vessel,Fishing vessel,,37.0
205141000,Fishing vessel,Fishing vessel,,
205149000,Fishing vessel,Fishing vessel,,
205150000,Fishing vessel,Fishing vessel,,100.0
205153000,Fishing vessel,Fishing vessel,,275.0
205155000,Fishing vessel,Fishing vessel,,274.0
205156000,Fishing vessel,Fishing vessel,,
205160000,Fishing vessel,Fishing vessel,,
205161000,Fishing vessel,Fishing vessel,,252.0
205162000,Fishing vessel,Fishing vessel,,385.0
205163000,Fishing vessel,Fishing vessel,,
205164000,Fishing vessel,Fishing vessel,,
205165000,Fishing vessel,Fishing vessel,,207.0
205166000,Fishing vessel,Fishing vessel,,
205168000,Fishing vessel,Fishing vessel,,
205170000,Fishing vessel,Fishing vessel,,366.0
205189000,Fishing vessel,Fishing vessel,,12.0
205191000,Fishing vessel,Fishing vessel,,139.0
205197000,Fishing vessel,Fishing vessel,,311.0
205198000,Fishing vessel,Fishing vessel,,
205227000,Fishing vessel,Fishing vessel,,
205228000,Fishing vessel,Fishing vessel,,
205232000,Fishing vessel,Fishing vessel,,138.0
205236000,Fishing vessel,Fishing vessel,,130.0
205237000,Fishing vessel,Fishing vessel,,
205239000,Fishing vessel,Fishing vessel,,159.0
205241000,Fishing vessel,Fishing vessel,,336.0
205243000,Fishing vessel,Fishing vessel,,
205244000,Fishing vessel,Fishing vessel,,
205245000,Fishing vessel,Fishing vessel,,82.0
205246000,Fishing vessel,Fishing vessel,,388.0
205247000,Fishing vessel,Fishing vessel,,273.0
205248000,Fishing vessel,Fishing vessel,,
205249000,Fishing vessel,Fishing vessel,,
205254000,Fishing vessel,Fishing vessel,,
205258000,Fishing vessel,Fishing vessel,,109.0
205259000,Fishing vessel,Fishing vessel,,234.0
205260000,Fishing vessel,Fishing vessel,,264.0
205262000,Fishing vessel,Fishing vessel,,
205269000,Fishing vessel,Fishing vessel,,33.0
205270000,Fishing vessel,Fishing vessel,,
205271000,Fishing vessel,Fishing vessel,,33.0
205273000,Fishing vessel,Fishing vessel,,54.0
205274000,Fishing vessel,Fishing vessel,,
205275000,Fishing vessel,Fishing vessel,,254.0
205277000,Fishing vessel,Fishing vessel,,
205278000,Fishing vessel,Fishing vessel,,
205280000,Fishing vessel,Fishing vessel,,
205281000,Fishing vessel,Fishing vessel,,
205282000,Fishing vessel,Fishing vessel,,
205284000,Fishing vessel,Fishing vessel,,
205285000,Fishing vessel,Fishing vessel,,
205286000,Fishing vessel,Fishing vessel,,99.0
205287000,Fishing vessel,Fishing vessel,,79.0
205288000,Fishing vessel,Fishing vessel,,
205289000,Fishing vessel,Fishing vessel,,284.0
205290000,Fishing vessel,Fishing vessel,,78.0
205291000,Fishing vessel,Fishing vessel,,70.0
205292000,Fishing vessel,Fishing vessel,,17.0
205293000,Fishing vessel,Fishing vessel,,
205294000,Fishing vessel,Fishing vessel,,62.0
205296000,Fishing vessel,Fishing vessel,,60.0
205297000,Fishing vessel,Fishing vessel,,
205298000,Fishing vessel,Fishing vessel,,198.0
205299000,Fishing vessel,Fishing vessel,,
205301000,Fishing vessel,Fishing vessel,,
205302000,Fishing vessel,Fishing vessel,,
205303000,Fishing vessel,Fishing vessel,,
205304000,Fishing vessel,Fishing vessel,,
205305000,Fishing vessel,Fishing vessel,,
205311000,Fishing vessel,Fishing vessel,,
205315000,Fishing vessel,Fishing vessel,,44.0
205316000,Fishing vessel,Fishing vessel,,351.0
205317000,Fishing vessel,Fishing vessel,,
205319000,Fishing vessel,Fishing vessel,,68.0
205320000,Fishing vessel,Fishing vessel,,82.0
205321000,Fishing vessel,Fishing vessel,,329.0
205324000,Fishing vessel,Fishing vessel,,
205325000,Fishing vessel,Fishing vessel,,143.0
205331000,Fishing vessel,Fishing vessel,,
205333000,Fishing vessel,Fishing vessel,,396.0
205335000,Fishing vessel,Fishing vessel,,
205336000,Fishing vessel,Fishing vessel,,
205344000,Fishing vessel,Fishing vessel,,
205345000,Fishing vessel,Fishing vessel,,385.0
205498000,Fishing vessel,Fishing vessel,,24.0
205550000,Fishing vessel,Fishing vessel,,199.0
205632000,Fishing vessel,Fishing vessel,,44.0
205679000,Fishing vessel,Fishing vessel,,128.0
210101000,Fishing vessel,Fishing vessel,,45.0
211159000,Fishing vessel,Fishing vessel,,
211159560,Fishing vessel,Fishing vessel,,
211290000,Fishing vessel,Fishing vessel,,
211307520,Fishing vessel,Fishing vessel,,
211314990,Fishing vessel,Fishing vessel,,
211402250,Fishing vessel,Fishing vessel,,
211414290,Fishing vessel,Fishing vessel,,
211513270,Fishing vessel,Fishing vessel,,
211522000,Fishing vessel,Fishing vessel,,
211607000,Fishing vessel,Fishing vessel,,24.0
211648620,Fishing vessel,Fishing vessel,,
211667470,Fishing vessel,Fishing vessel,,
211670320,Fishing vessel,Fishing vessel,,86.0
211671890,Fishing vessel,Fishing vessel,,
211679080,Fishing vessel,Fishing vessel,,
211679730,Fishing vessel,Fishing vessel,,
211680250,Fishing vessel,Fishing vessel,,
211683800,Fishing vessel,Fishing vessel,,
211690220,Fishing vessel,Fishing vessel,,
211691070,Fishing vessel,Fishing vessel,,
211692850,Fishing vessel,Fishing vessel,,
211696170,Fishing vessel,Fishing vessel,,
211696740,Fishing vessel,Fishing vessel,,
211699510,Fishing vessel,Fishing vessel,,
211703530,Fishing vessel,Fishing vessel,,
211703540,Fishing vessel,Fishing vessel,,
211705040,Fishing vessel,Fishing vessel,,
211706170,Fishing vessel,Fishing vessel,,
211707460,Fishing vessel,Fishing vessel,,
212447000,Fishing vessel,Fishing vessel,,33.0
215000049,Fishing vessel,Fishing vessel,,2.5
215000058,Fishing vessel,Fishing vessel,,4.93
215000063,Fishing vessel,Fishing vessel,,76.0
215000065,Fishing vessel,Fishing vessel,,3.07
215000072,Fishing vessel,Fishing vessel,,2.44
215000330,Fishing vessel,Fishing vessel,,52.0
215000450,Fishing vessel,Fishing vessel,,21.3
215000540,Fishing vessel,Fishing vessel,,14.86
215000770,Fishing vessel,Fishing vessel,,106.46
215000780,Fishing vessel,Fishing vessel,,186.7
215000910,Fishing vessel,Fishing vessel,,97.0
215758000,Fishing vessel,Fishing vessel,,57.14
218799000,Fishing vessel,Fishing vessel,,
218803000,Fishing vessel,Fishing vessel,,
219000881,Fishing vessel,Fishing vessel,,
219001039,Fishing vessel,Trawlers,Trawlers,
219001149,Fishing vessel,Fishing vessel,,
219001265,Fishing vessel,Fishing vessel,,
219001275,Fishing vessel,Fishing vessel,,
219001343,Fishing vessel,Fishing vessel,,
219001553,Fishing vessel,Fishing vessel,,
219001624,Fishing vessel,Fishing vessel,,
219001872,Fishing vessel,Fishing vessel,,
219002023,Fishing vessel,Fishing vessel,,
219002676,Fishing vessel,Fishing vessel,,
219002682,Fishing vessel,Fishing vessel,,
219002686,Fishing vessel,Fishing vessel,,
219002823,Fishing vessel,Fishing vessel,,
219003009,Fishing vessel,Fishing vessel,,
219003066,Fishing vessel,Fishing vessel,,
219003369,Fishing vessel,Fishing vessel,,
219004254,Fishing vessel,Fishing vessel,,
219004275,Fishing vessel,Fishing vessel,,
219004385,Fishing vessel,Fishing vessel,,
219006761,Fishing vessel,Fishing vessel,,
219006795,Fishing vessel,Fishing vessel,,
219007338,Fishing vessel,Fishing vessel,,
219007348,Fishing vessel,Fishing vessel,,
219007432,Fishing vessel,Trawlers,Trawlers,
219007541,Fishing vessel,Fishing vessel,,
219007968,Fishing vessel,Fishing vessel,,
219008474,Fishing vessel,Trawlers,Trawlers,
219009171,Fishing vessel,Fishing vessel,,
219009202,Fishing vessel,Fishing vessel,,
219009464,Fishing vessel,Fishing vessel,,
219011018,Fishing vessel,Fishing vessel,,
219011134,Fishing vessel,Fishing vessel,,
219011613,Fishing vessel,Fishing vessel,,
219011857,Fishing vessel,Fishing vessel,,
219011876,Fishing vessel,Fishing vessel,,
219014162,Fishing vessel,Fishing vessel,,
219014851,Fishing vessel,Trawlers,Trawlers,
219016004,Fishing vessel,Fishing vessel,,
219016474,Fishing vessel,Fishing vessel,,
219016575,Fishing vessel,Fishing vessel,,
219017288,Fishing vessel,Fishing vessel,,
219018364,Fishing vessel,Fishing vessel,,
219018405,Fishing vessel,Trawlers,Trawlers,
219018774,Fishing vessel,Fishing vessel,,
219020241,Fishing vessel,Fishing vessel,,
219020293,Fishing vessel,Fishing vessel,,
219020294,Fishing vessel,Fishing vessel,,
219020304,Fishing vessel,Trawlers,Trawlers,
219020328,Fishing vessel,Fishing vessel,,
219020505,Fishing vessel,Fishing vessel,,
219020510,Fishing vessel,Fishing vessel,,
219020554,Fishing vessel,Fishing vessel,,
219020578,Fishing vessel,Fishing vessel,,
219020634,Fishing vessel,Fishing vessel,,
219020732,Fishing vessel,Fishing vessel,,
219020974,Fishing vessel,Fishing vessel,,
219021018,Fishing vessel,Fishing vessel,,
219021026,Fishing vessel,Trawlers,Trawlers,
219021157,Fishing vessel,Fishing vessel,,
219021176,Fishing vessel,Fishing vessel,,
219021210,Fishing vessel,Fishing vessel,,
219024000,Fishing vessel,Trawlers,Trawlers,
219257000,Fishing vessel,Fishing vessel,,
219443000,Fishing vessel,Fishing vessel,,
219446000,Fishing vessel,Trawlers,Trawlers,
219536000,Fishing vessel,Fishing vessel,,
219621000,Fishing vessel,Fishing vessel,,
219740000,Fishing vessel,Trawlers,Trawlers,
219751000,Fishing vessel,Trawlers,Trawlers,
219765000,Fishing vessel,Fishing vessel,,
219796000,Fishing vessel,Fishing vessel,,
219904000,Fishing vessel,Trawlers,Trawlers,
219959000,Fishing vessel,Fishing vessel,,
220075000,Fishing vessel,Fishing vessel,,
220135000,Fishing vessel,Fishing vessel,,
220204000,Fishing vessel,Fishing vessel,,
220225000,Fishing vessel,Fishing vessel,,
220228000,Fishing vessel,Fishing vessel,,
220241000,Fishing vessel,Fishing vessel,,
220323000,Fishing vessel,Fishing vessel,,
220329000,Fishing vessel,Fishing vessel,,
220338000,Fishing vessel,Trawlers,Trawlers,
220339000,Fishing vessel,Fishing vessel,,
220345000,Fishing vessel,Trawlers,Trawlers,
220346000,Fishing vessel,Fishing vessel,,
220358000,Fishing vessel,Fishing vessel,,
220375000,Fishing vessel,Fishing vessel,,
220616000,Fishing vessel,Fishing vessel,,
224002820,Fishing vessel,Fishing vessel,,
224004680,Fishing vessel,Fishing vessel,,
224007230,Fishing vessel,Fishing vessel,,
224017000,Fishing vessel,Fishing vessel,,
224024480,Fishing vessel,Fishing vessel,,
224040000,Fishing vessel,Fishing vessel,,
224049290,Fishing vessel,Fishing vessel,,
224050000,Fishing vessel,Fishing vessel,,
224055440,Fishing vessel,Fishing vessel,,
224055450,Fishing vessel,Fishing vessel,,
224071000,Fishing vessel,Fishing vessel,,
224073460,Fishing vessel,Fishing vessel,,
224074890,Fishing vessel,Fishing vessel,,
224080680,Fishing vessel,Fishing vessel,,
224135000,Fishing vessel,Fishing vessel,,
224233000,Fishing vessel,Fishing vessel,,
224256000,Fishing vessel,Fishing vessel,,
224288000,Fishing vessel,Fishing vessel,,
224292000,Fishing vessel,Fishing vessel,,
224314000,Fishing vessel,Fishing vessel,,
224445000,Fishing vessel,Fishing vessel,,
224463000,Fishing vessel,Fishing vessel,,
224546000,Fishing vessel,Fishing vessel,,
224594000,Fishing vessel,Fishing vessel,,
224609000,Fishing vessel,Fishing vessel,,
224623000,Fishing vessel,Fishing vessel,,
224721000,Fishing vessel,Fishing vessel,,650.0
224755000,Fishing vessel,Fishing vessel,,
224775000,Fishing vessel,Fishing vessel,,
224871000,Fishing vessel,Fishing vessel,,
224901000,Fishing vessel,Fishing vessel,,
225344000,Fishing vessel,Fishing vessel,,
225983196,Fishing vessel,Fishing vessel,,
226095000,Fishing vessel,Trawlers,Trawlers,863.0
226106000,Fishing vessel,Fishing vessel,,19.0
226114000,Fishing vessel,Fishing vessel,,19.0
226169000,Fishing vessel,Fishing vessel,,1606.0
226178000,Fishing vessel,Fishing vessel,,106.0
226230000,Fishing vessel,Fishing vessel,,102.0
226247000,Fishing vessel,Fishing vessel,,347.0
226267000,Fishing vessel,Fishing vessel,,188.0
227002970,Fishing vessel,Fishing vessel,,33.0
227011430,Fishing vessel,Fishing vessel,,5.0
227012230,Fishing vessel,Fishing vessel,,2.0
227012270,Fishing vessel,Fishing vessel,,5.0
227025340,Fishing vessel,Fishing vessel,,4.0
227030790,Fishing vessel,Fishing vessel,,7.0
227035010,Fishing vessel,Fishing vessel,,5.0
227046410,Fishing vessel,Fishing vessel,,5.0
227056250,Fishing vessel,Fishing vessel,,4.0
227059850,Fishing vessel,Trawlers,Trawlers,3.0
227073070,Fishing vessel,Fishing vessel,,3.0
227075540,Fishing vessel,Fishing vessel,,1.0
227083860,Fishing vessel,Fishing vessel,,9.0
227093130,Fishing vessel,Fishing vessel,,2.0
227095510,Fishing vessel,Fishing vessel,,10.0
227101230,Fishing vessel,Fishing vessel,,5.0
227102740,Fishing vessel,Fishing vessel,,3.0
227103990,Fishing vessel,Fishing vessel,,2.0
227104900,Fishing vessel,Trawlers,Trawlers,106.0
227111060,Fishing vessel,Fishing vessel,,4.0
227113030,Fishing vessel,Fishing vessel,,9.0
227113400,Fishing vessel,Trawlers,Trawlers,76.0
227114300,Fishing vessel,Fishing vessel,,14.0
227117200,Fishing vessel,Fishing vessel,,32.0
227117800,Fishing vessel,Fishing vessel,,19.0
227123660,Fishing vessel,Fishing vessel,,4.0
227124200,Fishing vessel,Fishing vessel,,19.0
227125200,Fishing vessel,Trawlers,Trawlers,25.0
227130900,Fishing vessel,Fishing vessel,,7.0
227139060,Fishing vessel,Fishing vessel,,10.0
227142300,Fishing vessel,Fishing vessel,,95.0
227143900,Fishing vessel,Trawlers,Trawlers,109.0
227144200,Fishing vessel,Fishing vessel,,49.0
227156480,Fishing vessel,Fishing vessel,,4.0
227183240,Fishing vessel,Fishing vessel,,7.0
227184170,Fishing vessel,Fishing vessel,,2.0
227187180,Fishing vessel,Fishing vessel,,9.0
227196410,Fishing vessel,Fishing vessel,,6.0
227209970,Fishing vessel,Fishing vessel,,274.0
227213930,Fishing vessel,Fishing vessel,,6.0
227214620,Fishing vessel,Fishing vessel,,3.0
227235840,Fishing vessel,Fishing vessel,,1.0
227243930,Fishing vessel,Fishing vessel,,3.0
227246490,Fishing vessel,Fishing vessel,,
227263330,Fishing vessel,Fishing vessel,,2.0
227263960,Fishing vessel,Fishing vessel,,3.0
227300130,Fishing vessel,Trawlers,Trawlers,12.0
227301460,Fishing vessel,Fishing vessel,,8.0
227308630,Fishing vessel,Fishing vessel,,8.0
227308640,Fishing vessel,Fishing vessel,,19.0
227308650,Fishing vessel,Fishing vessel,,9.0
227309340,Fishing vessel,Fishing vessel,,28.0
227310810,Fishing vessel,Fishing vessel,,1.0
227311020,Fishing vessel,Fishing vessel,,9.0
227311050,Fishing vessel,Trawlers,Trawlers,15.0
227312000,Fishing vessel,Fishing vessel,,157.0
227312650,Fishing vessel,Fishing vessel,,
227312890,Fishing vessel,Fishing vessel,,41.0
227313000,Fishing vessel,Fishing vessel,,110.0
227315110,Fishing vessel,Fishing vessel,,6.0
227315420,Fishing vessel,Fishing vessel,,19.0
227315690,Fishing vessel,Fishing vessel,,9.0
227315760,Fishing vessel,Fishing vessel,,22.0
227315850,Fishing vessel,Fishing vessel,,27.0
227316520,Fishing vessel,Fishing vessel,,26.0
227316830,Fishing vessel,Fishing vessel,,22.0
227316930,Fishing vessel,Fishing vessel,,18.0
227317020,Fishing vessel,Fishing vessel,,9.0
227317030,Fishing vessel,Fishing vessel,,27.0
227317070,Fishing vessel,Fishing vessel,,13.0
227317120,Fishing vessel,Trawlers,Trawlers,49.0
227317150,Fishing vessel,Fishing vessel,,11.0
227317240,Fishing vessel,Fishing vessel,,10.0
227317540,Fishing vessel,Fishing vessel,,3.0
227317610,Fishing vessel,Fishing vessel,,4.0
227317720,Fishing vessel,Fishing vessel,,92.0
227317850,Fishing vessel,Trawlers,Trawlers,9.0
227318010,Fishing vessel,Fishing vessel,,29.0
227318220,Fishing vessel,Trawlers,Trawlers,24.0
227318250,Fishing vessel,Fishing vessel,,9.0
227318520,Fishing vessel,Fishing vessel,,1.0
227318540,Fishing vessel,Fishing vessel,,57.0
227318790,Fishing vessel,Fishing vessel,,25.0
227318810,Fishing vessel,Fishing vessel,,11.0
227318990,Fishing vessel,Fishing vessel,,5.0
227319390,Fishing vessel,Fishing vessel,,5.0
227319540,Fishing vessel,Fishing vessel,,6.0
227319960,Fishing vessel,Trawlers,Trawlers,8.0
227319990,Fishing vessel,Trawlers,Trawlers,9.0
227320360,Fishing vessel,Fishing vessel,,6.0
227320710,Fishing vessel,Fishing vessel,,97.0
227320850,Fishing vessel,Fishing vessel,,5.0
227321240,Fishing vessel,Fishing vessel,,79.0
227321280,Fishing vessel,Fishing vessel,,5.0
227321720,Fishing vessel,Trawlers,Trawlers,15.0
227321810,Fishing vessel,Fishing vessel,,9.0
227321840,Fishing vessel,Fishing vessel,,2.0
227321990,Fishing vessel,Fishing vessel,,6.0
227322130,Fishing vessel,Fishing vessel,,25.0
227322210,Fishing vessel,Fishing vessel,,8.0
227322330,Fishing vessel,Fishing vessel,,5.0
227322880,Fishing vessel,Trawlers,Trawlers,9.0
227323350,Fishing vessel,Fishing vessel,,16.0
227325090,Fishing vessel,Fishing vessel,,4.0
227338040,Fishing vessel,Fishing vessel,,2.0
227338270,Fishing vessel,Fishing vessel,,5.0
227339050,Fishing vessel,Fishing vessel,,1.0
227340000,Fishing vessel,Trawlers,Trawlers,92.0
227341130,Fishing vessel,Fishing vessel,,7.0
227341150,Fishing vessel,Fishing vessel,,3.0
227341410,Fishing vessel,Fishing vessel,,7.0
227342660,Fishing vessel,Fishing vessel,,2.0
227342690,Fishing vessel,Trawlers,Trawlers,24.0
227342740,Fishing vessel,Fishing vessel,,10.0
227343160,Fishing vessel,Fishing vessel,,4.0
227345010,Fishing vessel,Fishing vessel,,8.0
227346000,Fishing vessel,Trawlers,Trawlers,73.0
227347540,Fishing vessel,Fishing vessel,,0.0
227347560,Fishing vessel,Fishing vessel,,3.0
227347580,Fishing vessel,Trawlers,Trawlers,6.0
227347860,Fishing vessel,Fishing vessel,,4.0
227348850,Fishing vessel,Fishing vessel,,3.0
227349140,Fishing vessel,Fishing vessel,,4.0
227349640,Fishing vessel,Fishing vessel,,1.0
227350040,Fishing vessel,Fishing vessel,,2.0
227350940,Fishing vessel,Fishing vessel,,8.0
227351540,Fishing vessel,Fishing vessel,,2.0
227352520,Fishing vessel,Fishing vessel,,4.0
227352560,Fishing vessel,Fishing vessel,,1.0
227353180,Fishing vessel,Fishing vessel,,3.0
227353630,Fishing vessel,Fishing vessel,,2.0
227354000,Fishing vessel,Fishing vessel,,41.0
227354680,Fishing vessel,Fishing vessel,,2.0
227357580,Fishing vessel,Fishing vessel,,1.0
227358000,Fishing vessel,Fishing vessel,,114.0
227358570,Fishing vessel,Fishing vessel,,1.0
227358580,Fishing vessel,Fishing vessel,,1.0
227359730,Fishing vessel,Fishing vessel,,5.0
227364510,Fishing vessel,Fishing vessel,,2.0
227366000,Fishing vessel,Fishing vessel,,72.0
227367340,Fishing vessel,Fishing vessel,,1.0
227371180,Fishing vessel,Fishing vessel,,2.0
227372420,Fishing vessel,Fishing vessel,,2.0
227376000,Fishing vessel,Fishing vessel,,273.0
227378520,Fishing vessel,Fishing vessel,,8.0
227380870,Fishing vessel,Fishing vessel,,3.0
227385660,Fishing vessel,Fishing vessel,,0.0
227387290,Fishing vessel,Fishing vessel,,22.0
227393710,Fishing vessel,Fishing vessel,,2.0
227395000,Fishing vessel,Trawlers,Trawlers,2343.0
227395060,Fishing vessel,Fishing vessel,,2.0
227396490,Fishing vessel,Fishing vessel,,2.0
227408000,Fishing vessel,Fishing vessel,,97.0
227409000,Fishing vessel,Trawlers,Trawlers,118.0
227426000,Fishing vessel,Fishing vessel,,73.0
227437000,Fishing vessel,Trawlers,Trawlers,46.0
227489000,Fishing vessel,Trawlers,Trawlers,801.0
227500000,Fishing vessel,Fishing vessel,,69.0
227513000,Fishing vessel,Fishing vessel,,96.0
227519000,Fishing vessel,Trawlers,Trawlers,79.0
227559710,Fishing vessel,Fishing vessel,,9.0
227560250,Fishing vessel,Fishing vessel,,5.0
227561010,Fishing vessel,Fishing vessel,,12.0
227561830,Fishing vessel,Fishing vessel,,7.0
227562250,Fishing vessel,Trawlers,Trawlers,12.0
227563470,Fishing vessel,Fishing vessel,,9.0
227563520,Fishing vessel,Fishing vessel,,2.0
227563690,Fishing vessel,Fishing vessel,,5.0
227563950,Fishing vessel,Fishing vessel,,26.0
227565810,Fishing vessel,Fishing vessel,,3.0
227567170,Fishing vessel,Fishing vessel,,9.0
227569380,Fishing vessel,Fishing vessel,,9.0
227575730,Fishing vessel,Fishing vessel,,1.0
227575830,Fishing vessel,Fishing vessel,,6.0
227576740,Fishing vessel,Trawlers,Trawlers,8.0
227587760,Fishing vessel,Trawlers,Trawlers,9.0
227588360,Fishing vessel,Fishing vessel,,5.0
227588970,Fishing vessel,Trawlers,Trawlers,9.0
227590980,Fishing vessel,Fishing vessel,,28.0
227591550,Fishing vessel,Fishing vessel,,30.0
227591720,Fishing vessel,Trawlers,Trawlers,8.0
227592000,Fishing vessel,Fishing vessel,,159.0
227592970,Fishing vessel,Fishing vessel,,5.0
227593760,Fishing vessel,Fishing vessel,,4.0
227594590,Fishing vessel,Fishing vessel,,14.0
227595120,Fishing vessel,Fishing vessel,,5.0
227595150,Fishing vessel,Trawlers,Trawlers,13.0
227595840,Fishing vessel,Fishing vessel,,2.0
227597650,Fishing vessel,Fishing vessel,,7.0
227598340,Fishing vessel,Fishing vessel,,5.0
227598460,Fishing vessel,Fishing vessel,,4.0
227599270,Fishing vessel,Fishing vessel,,2.0
227600460,Fishing vessel,Fishing vessel,,9.0
227600520,Fishing vessel,Fishing vessel,,7.0
227600890,Fishing vessel,Fishing vessel,,29.0
227601240,Fishing vessel,Fishing vessel,,4.0
227602190,Fishing vessel,Fishing vessel,,8.0
227603520,Fishing vessel,Fishing vessel,,4.0
227604520,Fishing vessel,Fishing vessel,,5.0
227605140,Fishing vessel,Fishing vessel,,9.0
227605580,Fishing vessel,Fishing vessel,,8.0
227606370,Fishing vessel,Fishing vessel,,8.0
227606480,Fishing vessel,Fishing vessel,,39.0
227607610,Fishing vessel,Fishing vessel,,6.0
227608410,Fishing vessel,Fishing vessel,,9.0
227618480,Fishing vessel,Fishing vessel,,4.0
227619490,Fishing vessel,Fishing vessel,,5.0
227620780,Fishing vessel,Fishing vessel,,5.0
227623310,Fishing vessel,Fishing vessel,,3.0
227623450,Fishing vessel,Fishing vessel,,5.0
227624030,Fishing vessel,Fishing vessel,,9.0
227625110,Fishing vessel,Trawlers,Trawlers,26.0
227625340,Fishing vessel,Trawlers,Trawlers,7.0
227626810,Fishing vessel,Trawlers,Trawlers,9.0
227626820,Fishing vessel,Fishing vessel,,1.0
227628730,Fishing vessel,Fishing vessel,,9.0
227628750,Fishing vessel,Fishing vessel,,6.0
227628930,Fishing vessel,Fishing vessel,,6.0
227629510,Fishing vessel,Fishing vessel,,7.0
227629520,Fishing vessel,Fishing vessel,,2.0
227629670,Fishing vessel,Trawlers,Trawlers,8.0
227630220,Fishing vessel,Fishing vessel,,4.0
227630880,Fishing vessel,Trawlers,Trawlers,34.0
227631570,Fishing vessel,Trawlers,Trawlers,9.0
227631770,Fishing vessel,Fishing vessel,,6.0
227631850,Fishing vessel,Fishing vessel,,7.0
227631940,Fishing vessel,Fishing vessel,,5.0
227632440,Fishing vessel,Fishing vessel,,17.0
227632830,Fishing vessel,Fishing vessel,,4.0
227633020,Fishing vessel,Fishing vessel,,7.0
227633790,Fishing vessel,Trawlers,Trawlers,9.0
227633930,Fishing vessel,Fishing vessel,,4.0
227633980,Fishing vessel,Fishing vessel,,3.0
227634150,Fishing vessel,Fishing vessel,,7.0
227634180,Fishing vessel,Fishing vessel,,1.0
227634760,Fishing vessel,Fishing vessel,,4.0
227635350,Fishing vessel,Fishing vessel,,4.0
227635650,Fishing vessel,Trawlers,Trawlers,9.0
227636120,Fishing vessel,Fishing vessel,,10.0
227636430,Fishing vessel,Trawlers,Trawlers,9.0
227637210,Fishing vessel,Fishing vessel,,5.0
227637270,Fishing vessel,Fishing vessel,,5.0
227637280,Fishing vessel,Fishing vessel,,4.0
227637310,Fishing vessel,Fishing vessel,,5.0
227637520,Fishing vessel,Fishing vessel,,4.0
227637780,Fishing vessel,Fishing vessel,,2.0
227637820,Fishing vessel,Fishing vessel,,9.0
227638330,Fishing vessel,Fishing vessel,,5.0
227638420,Fishing vessel,Trawlers,Trawlers,9.0
227639570,Fishing vessel,Trawlers,Trawlers,6.0
227640790,Fishing vessel,Fishing vessel,,13.0
227641270,Fishing vessel,Trawlers,Trawlers,5.0
227650770,Fishing vessel,Fishing vessel,,2.0
227651990,Fishing vessel,Fishing vessel,,8.0
227654210,Fishing vessel,Fishing vessel,,5.0
227654220,Fishing vessel,Fishing vessel,,14.0
227655490,Fishing vessel,Fishing vessel,,6.0
227656210,Fishing vessel,Fishing vessel,,9.0
227657090,Fishing vessel,Fishing vessel,,3.0
227664910,Fishing vessel,Fishing vessel,,9.0
227666970,Fishing vessel,Fishing vessel,,8.0
227671460,Fishing vessel,Fishing vessel,,3.0
227672350,Fishing vessel,Fishing vessel,,3.0
227674670,Fishing vessel,Fishing vessel,,6.0
227676890,Fishing vessel,Fishing vessel,,5.0
227678480,Fishing vessel,Fishing vessel,,20.0
227679280,Fishing vessel,Trawlers,Trawlers,2.0
227679320,Fishing vessel,Fishing vessel,,3.0
227680710,Fishing vessel,Fishing vessel,,2.0
227683020,Fishing vessel,Fishing vessel,,3.0
227683190,Fishing vessel,Fishing vessel,,6.0
227683480,Fishing vessel,Fishing vessel,,7.0
227683710,Fishing vessel,Fishing vessel,,27.0
227685440,Fishing vessel,Fishing vessel,,1.0
227686570,Fishing vessel,Fishing vessel,,6.0
227690860,Fishing vessel,Fishing vessel,,2.0
227695270,Fishing vessel,Fishing vessel,,2.0
227696930,Fishing vessel,Fishing vessel,,25.0
227697620,Fishing vessel,Fishing vessel,,1.0
227713950,Fishing vessel,Fishing vessel,,2.0
227715080,Fishing vessel,Fishing vessel,,5.0
227716330,Fishing vessel,Fishing vessel,,4.0
227722530,Fishing vessel,Fishing vessel,,27.0
227729760,Fishing vessel,Trawlers,Trawlers,4.0
227731850,Fishing vessel,Trawlers,Trawlers,9.0
